D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_16_662.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_16_662.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_16_662.jpg,0,1,0,10.74864
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_16_733.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_16_733.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_16_733.jpg,0,1,0,11.40725
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_16_805.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_16_805.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_16_805.jpg,0,1,0,12.03265
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_16_876.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_16_876.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_16_876.jpg,-0.1,1,0,13.15689
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_16_947.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_16_947.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_16_947.jpg,-0.25,1,0,13.74129
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_17_016.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_17_016.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_17_016.jpg,0,1,0,14.5997
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_17_089.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_17_089.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_17_089.jpg,0,1,0,15.1354
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_17_160.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_17_160.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_17_160.jpg,0,1,0,16.00126
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_17_230.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_17_230.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_17_230.jpg,0,1,0,16.70143
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_17_302.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_17_302.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_17_302.jpg,-0.2,1,0,17.5115
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_17_375.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_17_375.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_17_375.jpg,-0.4,1,0,18.27039
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_17_446.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_17_446.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_17_446.jpg,0,1,0,18.84689
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_17_516.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_17_516.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_17_516.jpg,0,1,0,19.6434
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_17_585.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_17_585.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_17_585.jpg,-0.1,1,0,20.26975
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_17_657.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_17_657.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_17_657.jpg,-0.3,1,0,21.03984
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_17_726.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_17_726.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_17_726.jpg,-0.45,1,0,21.56325
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_17_796.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_17_796.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_17_796.jpg,0,1,0,22.26103
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_17_864.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_17_864.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_17_864.jpg,0,1,0,22.852
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_17_934.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_17_934.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_17_934.jpg,0,1,0,23.4236
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_18_004.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_18_004.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_18_004.jpg,-0.15,1,0,24.20155
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_18_073.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_18_073.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_18_073.jpg,-0.3,1,0,24.75222
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_18_144.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_18_144.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_18_144.jpg,-0.5000001,1,0,25.4081
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_18_211.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_18_211.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_18_211.jpg,-0.6500001,1,0,25.84102
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_18_280.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_18_280.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_18_280.jpg,0,1,0,26.49133
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_18_349.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_18_349.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_18_349.jpg,0,1,0,27.0391
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_18_417.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_18_417.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_18_417.jpg,0,1,0,27.78266
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_18_488.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_18_488.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_18_488.jpg,0,1,0,28.3401
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_18_557.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_18_557.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_18_557.jpg,-0.2,1,0,29.06699
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_18_626.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_18_626.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_18_626.jpg,0,1,0,29.58373
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_18_695.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_18_695.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_18_695.jpg,0,1,0,30.18883
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_18_762.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_18_762.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_18_762.jpg,0,1,0,30.19022
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_18_829.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_18_829.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_18_829.jpg,-0.1,1,0,30.18875
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_18_897.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_18_897.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_18_897.jpg,-0.3,1,0,30.17093
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_18_965.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_18_965.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_18_965.jpg,0,1,0,30.18179
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_19_045.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_19_045.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_19_045.jpg,0,1,0,30.18924
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_19_113.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_19_113.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_19_113.jpg,0,1,0,30.19003
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_19_180.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_19_180.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_19_180.jpg,0,1,0,30.19025
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_19_249.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_19_249.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_19_249.jpg,-0.15,1,0,30.18551
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_19_330.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_19_330.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_19_330.jpg,-0.35,1,0,30.16475
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_19_406.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_19_406.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_19_406.jpg,0,1,0,30.18943
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_19_482.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_19_482.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_19_482.jpg,0,1,0,30.19013
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_19_554.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_19_554.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_19_554.jpg,-0.05,1,0,30.19028
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_19_624.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_19_624.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_19_624.jpg,-0.25,1,0,30.17644
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_19_693.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_19_693.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_19_693.jpg,0,1,0,30.19035
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_19_764.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_19_764.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_19_764.jpg,0,1,0,30.19005
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_19_835.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_19_835.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_19_835.jpg,-0.1,1,0,30.18909
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_19_910.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_19_910.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_19_910.jpg,-0.3,1,0,30.1714
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_19_980.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_19_980.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_19_980.jpg,0,1,0,30.17998
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_20_052.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_20_052.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_20_052.jpg,0,1,0,30.18827
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_20_124.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_20_124.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_20_124.jpg,-0.05,1,0,30.18975
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_20_194.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_20_194.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_20_194.jpg,-0.2,1,0,30.1836
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_20_264.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_20_264.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_20_264.jpg,0,1,0,30.19009
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_20_338.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_20_338.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_20_338.jpg,0,1,0,30.18951
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_20_411.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_20_411.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_20_411.jpg,0,1,0,30.1903
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_20_488.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_20_488.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_20_488.jpg,-0.1,1,0,30.18804
D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\center_2018_09_11_19_18_20_563.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\left_2018_09_11_19_18_20_563.jpg,D:\Datascience\Self driving car\How_to_simulate_a_self_driving_car-master\IMG\right_2018_09_11_19_18_20_563.jpg,-0.3,1,0,30.16974
